Home,Away,H_W_PCT,H_FG_PCT,H_FG3_PCT,H_FT_PCT,H_REB,H_AST,H_TOV,H_STL,H_BLK,H_PLUS_MINUS,H_OFF_RATING,H_DEF_RATING,H_TS_PCT,A_W_PCT,A_FG_PCT,A_FG3_PCT,A_FT_PCT,A_REB,A_AST,A_TOV,A_STL,A_BLK,A_PLUS_MINUS,A_OFF_RATING,A_DEF_RATING,A_TS_PCT,Result,Date
Dallas Mavericks,Denver Nuggets,0.529,0.463,0.344,0.764,43.7,26.5,14.1,7.7,4.2,0.2,108.9,108.9,0.562,0.5,0.449,0.329,0.762,45.3,24.6,12.8,7.3,4.1,0.8,109.1,108.2,0.55,1,01/03/2022
Portland Trail Blazers,Atlanta Hawks,0.457,0.459,0.381,0.805,46.2,24.0,12.4,6.8,4.6,0.1,112.6,112.3,0.565,0.371,0.447,0.349,0.786,44.3,22.8,14.0,7.5,4.8,-4.5,109.4,114.3,0.559,1,01/03/2022
Golden State Warriors,Miami Heat,0.622,0.459,0.369,0.796,45.9,26.1,14.9,7.3,3.3,4.1,111.4,107.3,0.57,0.8,0.473,0.37,0.746,46.4,28.3,16.1,9.4,5.0,10.0,112.0,102.1,0.587,1,01/03/2022
LA Clippers,Minnesota Timberwolves,0.444,0.43,0.337,0.761,45.1,23.3,15.2,8.5,5.5,-1.0,107.2,108.1,0.538,0.514,0.45,0.362,0.781,44.1,23.2,14.8,7.8,4.6,0.3,106.3,106.0,0.554,0,01/03/2022
Toronto Raptors,San Antonio Spurs,0.4,0.468,0.357,0.725,45.5,28.1,12.7,7.9,5.0,1.2,110.2,108.9,0.55,0.485,0.439,0.342,0.767,46.0,22.3,13.0,9.4,4.8,0.2,110.2,110.0,0.535,1,01/04/2022
Cleveland Cavaliers,Memphis Grizzlies,0.632,0.452,0.345,0.752,48.0,25.1,13.5,10.4,5.9,3.2,111.6,108.6,0.546,0.568,0.463,0.353,0.781,46.4,25.9,15.5,7.6,4.5,5.4,110.0,104.5,0.568,0,01/04/2022
New York Knicks,Indiana Pacers,0.378,0.456,0.326,0.777,46.0,24.2,14.4,7.3,6.0,0.2,109.5,109.6,0.554,0.459,0.434,0.356,0.776,46.5,21.8,14.0,7.2,5.5,-1.1,108.0,109.5,0.547,1,01/04/2022
New Orleans Pelicans,Phoenix Suns,0.778,0.475,0.365,0.801,45.4,25.9,13.8,8.7,4.0,7.4,111.2,103.9,0.572,0.351,0.435,0.338,0.785,47.4,24.9,15.0,7.5,4.2,-5.2,106.9,111.7,0.536,0,01/04/2022
Los Angeles Lakers,Sacramento Kings,0.421,0.452,0.342,0.761,43.9,22.6,14.3,7.1,4.8,-4.2,108.9,112.9,0.552,0.5,0.465,0.349,0.734,44.0,23.5,15.2,8.1,5.6,-0.9,107.3,108.4,0.562,1,01/04/2022
Indiana Pacers,Brooklyn Nets,0.657,0.466,0.352,0.812,45.5,25.6,14.2,6.8,5.6,2.8,110.1,107.3,0.57,0.368,0.455,0.324,0.772,45.9,24.2,14.4,7.2,6.0,-0.1,109.4,109.7,0.553,0,01/05/2022
Charlotte Hornets,Detroit Pistons,0.2,0.415,0.314,0.784,43.2,21.7,15.5,8.2,4.7,-9.0,101.3,110.1,0.52,0.5,0.462,0.375,0.739,42.6,26.2,12.7,8.8,5.3,-1.8,112.4,113.9,0.565,1,01/05/2022
Orlando Magic,Philadelphia 76ers,0.556,0.458,0.353,0.82,43.5,23.4,12.7,8.2,6.2,0.7,110.5,109.5,0.564,0.184,0.426,0.325,0.782,44.3,22.1,15.0,6.8,4.7,-9.6,103.0,112.6,0.529,0,01/05/2022
Washington Wizards,Houston Rockets,0.263,0.45,0.345,0.714,42.4,22.9,17.0,7.4,4.9,-8.2,106.3,114.4,0.559,0.514,0.466,0.327,0.768,45.0,24.3,13.5,6.5,5.0,-2.2,108.6,110.7,0.56,0,01/05/2022
Boston Celtics,San Antonio Spurs,0.389,0.467,0.354,0.724,45.5,28.1,12.9,7.9,4.9,0.5,109.8,109.3,0.549,0.486,0.443,0.333,0.811,46.1,22.8,14.2,7.5,5.7,1.1,108.2,107.3,0.551,0,01/05/2022
Dallas Mavericks,Golden State Warriors,0.806,0.473,0.37,0.748,46.3,28.6,16.0,9.4,5.1,9.9,112.0,102.2,0.587,0.514,0.449,0.33,0.766,44.9,24.6,12.8,7.4,4.2,1.2,109.1,107.8,0.551,1,01/05/2022
Minnesota Timberwolves,Oklahoma City Thunder,0.361,0.414,0.31,0.754,46.6,20.6,13.5,7.2,4.8,-7.3,100.9,108.1,0.512,0.459,0.432,0.338,0.762,45.0,23.6,15.3,8.5,5.5,-0.5,107.6,108.0,0.541,1,01/05/2022
Milwaukee Bucks,Toronto Raptors,0.5,0.44,0.344,0.765,46.1,22.5,13.0,9.5,4.9,1.0,110.5,109.6,0.537,0.641,0.457,0.361,0.765,46.9,23.0,13.8,7.7,4.3,4.3,111.7,107.5,0.568,0,01/05/2022
Denver Nuggets,Utah Jazz,0.73,0.477,0.367,0.77,47.8,22.7,14.7,7.1,5.2,10.0,117.0,107.1,0.597,0.514,0.463,0.342,0.762,43.9,26.4,14.5,7.7,4.1,-0.3,108.5,109.0,0.562,0,01/05/2022
Sacramento Kings,Atlanta Hawks,0.444,0.462,0.38,0.807,46.0,24.2,12.4,6.8,4.5,-0.1,113.1,113.0,0.568,0.41,0.454,0.344,0.761,44.0,22.8,14.4,6.9,4.8,-4.3,109.1,113.1,0.554,0,01/05/2022
Portland Trail Blazers,Miami Heat,0.605,0.458,0.37,0.799,46.0,26.0,15.0,7.2,3.2,3.8,111.2,107.4,0.57,0.389,0.449,0.352,0.789,44.2,23.0,13.9,7.6,4.7,-4.2,110.2,114.8,0.563,0,01/05/2022
New Orleans Pelicans,Golden State Warriors,0.784,0.471,0.366,0.746,46.4,28.4,16.0,9.4,5.1,9.2,111.4,102.2,0.584,0.342,0.434,0.337,0.789,47.5,25.0,14.9,7.5,4.2,-5.4,107.0,112.0,0.536,1,01/06/2022
New York Knicks,Boston Celtics,0.474,0.443,0.333,0.812,46.0,22.7,14.1,7.6,5.8,1.1,108.1,107.3,0.551,0.474,0.436,0.353,0.774,46.7,21.7,13.9,7.2,5.3,-0.8,108.2,109.4,0.548,1,01/06/2022
Memphis Grizzlies,Detroit Pistons,0.194,0.416,0.315,0.778,43.0,21.8,15.5,8.3,4.7,-9.5,101.5,110.8,0.521,0.641,0.453,0.345,0.752,47.9,25.0,13.4,10.3,5.9,3.2,111.7,108.7,0.546,1,01/06/2022
Phoenix Suns,LA Clippers,0.5,0.451,0.361,0.783,43.8,23.2,14.9,8.0,4.6,-0.2,106.2,106.4,0.556,0.784,0.477,0.37,0.799,45.3,26.1,13.7,8.7,4.1,7.6,111.6,104.1,0.575,1,01/06/2022
Toronto Raptors,Utah Jazz,0.737,0.477,0.366,0.772,47.8,22.7,14.5,7.1,5.1,9.9,117.0,107.2,0.597,0.514,0.441,0.347,0.762,46.0,22.5,13.0,9.4,4.9,1.1,110.6,109.6,0.539,1,01/07/2022
Brooklyn Nets,Milwaukee Bucks,0.625,0.457,0.362,0.762,46.8,22.9,13.9,7.8,4.4,4.0,111.6,107.7,0.568,0.667,0.469,0.35,0.815,45.3,25.7,14.2,7.0,5.6,3.0,110.6,107.7,0.572,0,01/07/2022
Chicago Bulls,Washington Wizards,0.5,0.466,0.325,0.769,44.8,24.1,13.6,6.5,5.0,-2.2,108.4,110.5,0.56,0.714,0.473,0.385,0.813,43.4,23.7,13.3,7.8,4.8,3.7,111.8,107.9,0.576,1,01/07/2022
Oklahoma City Thunder,Minnesota Timberwolves,0.474,0.432,0.336,0.761,45.3,23.6,15.3,8.6,5.5,-0.3,107.4,107.7,0.539,0.351,0.413,0.309,0.756,46.8,20.6,13.7,7.4,4.8,-7.3,100.7,107.9,0.511,0,01/07/2022
Houston Rockets,Dallas Mavericks,0.526,0.447,0.33,0.768,44.9,24.5,12.8,7.4,4.2,1.6,109.0,107.3,0.55,0.282,0.451,0.345,0.717,42.5,22.6,17.0,7.4,4.8,-7.9,106.3,114.0,0.56,0,01/07/2022
Denver Nuggets,Sacramento Kings,0.4,0.453,0.345,0.761,44.1,22.6,14.4,6.9,4.7,-4.3,108.9,113.0,0.553,0.5,0.463,0.341,0.766,43.9,26.4,14.4,7.5,4.1,-0.4,108.5,109.2,0.563,1,01/07/2022
Philadelphia 76ers,San Antonio Spurs,0.405,0.467,0.355,0.726,45.7,27.9,13.0,7.8,4.9,0.5,109.8,109.1,0.549,0.568,0.46,0.355,0.818,43.4,23.5,12.8,8.2,6.1,1.0,110.6,109.3,0.565,1,01/07/2022
Los Angeles Lakers,Atlanta Hawks,0.459,0.462,0.377,0.805,46.1,24.1,12.3,6.8,4.5,0.1,113.0,112.7,0.567,0.513,0.466,0.349,0.732,44.0,23.5,15.0,8.0,5.6,-0.7,107.7,108.6,0.562,1,01/07/2022
Portland Trail Blazers,Cleveland Cavaliers,0.553,0.463,0.352,0.781,46.5,26.0,15.4,7.4,4.5,5.2,109.9,104.8,0.567,0.378,0.449,0.353,0.788,44.1,22.9,13.8,7.6,4.7,-4.3,110.5,115.1,0.563,0,01/07/2022
LA Clippers,Memphis Grizzlies,0.65,0.454,0.344,0.749,48.2,25.1,13.6,10.2,6.0,3.9,111.7,108.0,0.546,0.487,0.449,0.358,0.785,44.0,23.1,14.9,7.9,4.6,-0.6,105.8,106.5,0.553,0,01/08/2022
Indiana Pacers,Utah Jazz,0.718,0.477,0.368,0.771,47.6,22.7,14.7,7.0,5.1,9.3,116.8,107.6,0.597,0.359,0.456,0.324,0.777,45.5,24.3,14.4,7.1,6.0,-0.3,109.7,110.2,0.555,1,01/08/2022
Detroit Pistons,Orlando Magic,0.179,0.427,0.324,0.78,44.4,22.1,15.1,6.8,4.6,-9.6,103.0,112.7,0.53,0.189,0.414,0.312,0.778,42.8,21.8,15.4,8.3,4.6,-10.0,101.0,110.8,0.518,1,01/08/2022
Charlotte Hornets,Milwaukee Bucks,0.634,0.457,0.362,0.764,46.8,22.9,13.9,7.7,4.4,4.2,111.9,107.8,0.568,0.513,0.465,0.381,0.737,42.7,26.5,12.8,8.7,5.2,-1.0,112.9,113.7,0.569,1,01/08/2022
Boston Celtics,New York Knicks,0.487,0.436,0.357,0.772,46.7,21.8,13.9,7.2,5.2,-0.7,108.5,109.6,0.548,0.462,0.444,0.335,0.814,46.0,22.8,14.1,7.5,5.9,1.0,108.3,107.6,0.552,1,01/08/2022
Phoenix Suns,Miami Heat,0.615,0.458,0.373,0.797,46.2,26.1,14.9,7.1,3.2,3.9,111.6,107.8,0.571,0.789,0.475,0.369,0.799,45.8,26.0,13.6,8.6,4.1,7.8,111.5,103.7,0.572,0,01/08/2022
Oklahoma City Thunder,Denver Nuggets,0.514,0.465,0.341,0.761,43.8,26.5,14.2,7.5,4.2,-0.1,108.8,109.2,0.564,0.342,0.412,0.31,0.757,46.7,20.7,13.8,7.4,4.8,-7.9,100.7,108.5,0.512,0,01/09/2022
Houston Rockets,Minnesota Timberwolves,0.487,0.435,0.338,0.759,45.2,24.0,15.3,8.7,5.6,0.5,108.0,107.5,0.543,0.275,0.45,0.343,0.716,42.3,22.5,16.9,7.4,4.8,-8.3,106.2,114.3,0.559,0,01/09/2022
Dallas Mavericks,Chicago Bulls,0.722,0.475,0.387,0.816,43.2,23.9,13.3,7.9,4.7,3.9,112.1,108.2,0.578,0.538,0.45,0.333,0.76,45.2,24.8,12.8,7.3,4.2,2.2,109.4,107.1,0.552,1,01/09/2022
Golden State Warriors,Cleveland Cavaliers,0.564,0.463,0.354,0.776,46.5,26.0,15.3,7.4,4.5,5.4,110.3,104.9,0.568,0.763,0.47,0.363,0.748,46.3,28.2,16.0,9.5,5.1,8.8,110.9,102.2,0.582,1,01/09/2022
Brooklyn Nets,San Antonio Spurs,0.395,0.465,0.353,0.727,45.6,27.8,13.0,7.8,5.0,0.0,109.6,109.5,0.547,0.649,0.468,0.347,0.819,45.4,25.6,14.1,7.0,5.6,2.6,110.7,108.1,0.571,1,01/09/2022
LA Clippers,Atlanta Hawks,0.447,0.461,0.377,0.801,46.2,24.2,12.4,6.7,4.4,-0.3,113.0,113.1,0.567,0.475,0.448,0.357,0.786,44.1,22.9,14.8,7.8,4.7,-1.0,105.8,106.8,0.552,1,01/09/2022
Portland Trail Blazers,Sacramento Kings,0.39,0.452,0.346,0.763,44.1,22.6,14.3,6.9,4.6,-4.4,108.9,113.2,0.553,0.368,0.447,0.356,0.783,44.3,22.9,13.7,7.7,4.7,-4.5,110.4,115.3,0.562,1,01/09/2022
Los Angeles Lakers,Memphis Grizzlies,0.659,0.453,0.344,0.749,48.4,25.1,13.5,10.2,6.1,4.1,111.9,107.9,0.546,0.525,0.467,0.351,0.736,44.0,23.8,14.8,8.1,5.5,-0.3,108.2,108.6,0.564,0,01/09/2022
Toronto Raptors,New Orleans Pelicans,0.359,0.434,0.334,0.789,47.4,24.9,15.0,7.5,4.2,-5.1,106.8,111.5,0.536,0.528,0.441,0.345,0.764,46.1,22.6,12.9,9.5,5.0,1.5,111.0,109.6,0.539,1,01/09/2022
Orlando Magic,Washington Wizards,0.487,0.467,0.324,0.775,44.7,24.2,13.6,6.6,5.0,-2.4,108.6,110.9,0.561,0.175,0.425,0.324,0.782,44.4,22.2,15.1,6.8,4.7,-9.5,102.9,112.4,0.528,0,01/09/2022
Detroit Pistons,Utah Jazz,0.7,0.477,0.369,0.774,47.4,22.7,14.7,7.0,5.1,8.7,116.8,108.0,0.597,0.211,0.414,0.311,0.776,43.0,21.9,15.3,8.3,4.7,-9.7,101.0,110.5,0.518,1,01/10/2022
Charlotte Hornets,Milwaukee Bucks,0.619,0.455,0.361,0.768,46.9,22.9,13.9,7.7,4.4,3.9,111.7,107.9,0.567,0.525,0.464,0.379,0.734,42.8,26.6,12.7,8.8,5.2,-0.8,112.9,113.5,0.568,1,01/10/2022
New York Knicks,San Antonio Spurs,0.385,0.464,0.355,0.728,45.3,27.8,13.0,7.9,5.0,0.0,109.4,109.4,0.546,0.475,0.434,0.357,0.765,46.7,21.7,13.9,7.2,5.2,-1.3,108.0,109.7,0.546,1,01/10/2022
Boston Celtics,Indiana Pacers,0.375,0.459,0.327,0.775,45.3,24.4,14.3,7.1,6.0,0.1,110.1,110.3,0.558,0.475,0.444,0.336,0.815,46.1,22.9,14.1,7.6,6.0,1.5,108.5,107.2,0.553,1,01/10/2022
Houston Rockets,Philadelphia 76ers,0.579,0.461,0.355,0.817,43.6,23.6,12.8,8.2,6.1,1.5,110.9,109.1,0.566,0.268,0.451,0.343,0.713,42.3,22.6,16.8,7.3,4.8,-8.5,106.4,114.7,0.559,0,01/10/2022
Sacramento Kings,Cleveland Cavaliers,0.55,0.462,0.353,0.772,46.4,25.9,15.4,7.5,4.5,4.9,109.8,104.8,0.566,0.381,0.451,0.343,0.762,44.2,22.5,14.2,6.9,4.6,-4.7,108.5,113.0,0.551,0,01/10/2022
Portland Trail Blazers,Brooklyn Nets,0.658,0.469,0.346,0.82,45.5,25.5,14.3,7.0,5.6,2.5,110.6,108.0,0.571,0.385,0.447,0.357,0.784,44.5,23.0,13.8,7.6,4.7,-4.0,110.3,114.6,0.561,1,01/10/2022
Washington Wizards,Oklahoma City Thunder,0.333,0.413,0.308,0.758,46.7,21.0,13.7,7.5,4.9,-7.8,100.8,108.6,0.511,0.5,0.465,0.326,0.776,45.0,24.2,13.6,6.4,5.0,-2.3,108.6,110.7,0.56,1,01/11/2022
Toronto Raptors,Phoenix Suns,0.769,0.473,0.37,0.802,45.5,25.9,13.6,8.6,4.1,7.0,111.2,104.2,0.571,0.541,0.441,0.347,0.769,46.2,22.5,12.9,9.5,4.9,1.6,111.1,109.7,0.54,0,01/11/2022
Memphis Grizzlies,Golden State Warriors,0.769,0.468,0.359,0.749,46.6,28.2,16.0,9.7,5.1,8.9,110.8,101.9,0.579,0.667,0.455,0.344,0.747,48.3,25.3,13.5,10.2,6.2,4.2,112.2,108.2,0.548,1,01/11/2022
Chicago Bulls,Detroit Pistons,0.231,0.417,0.317,0.778,42.9,22.1,15.2,8.3,4.7,-9.2,101.6,110.6,0.521,0.703,0.473,0.385,0.815,43.2,24.0,13.2,7.9,4.7,3.4,112.0,108.5,0.577,1,01/11/2022
New Orleans Pelicans,Minnesota Timberwolves,0.5,0.437,0.338,0.759,45.4,24.3,15.1,8.7,5.7,0.9,108.6,107.7,0.545,0.35,0.434,0.335,0.79,47.3,24.8,15.0,7.5,4.2,-5.1,107.0,111.6,0.537,1,01/11/2022
LA Clippers,Denver Nuggets,0.526,0.464,0.342,0.761,44.1,26.6,14.3,7.5,4.1,0.0,108.8,109.1,0.563,0.488,0.448,0.357,0.787,44.2,23.0,14.8,7.8,4.6,-0.6,105.9,106.6,0.552,1,01/11/2022
New York Knicks,Dallas Mavericks,0.55,0.451,0.335,0.762,45.3,24.9,12.8,7.3,4.1,2.5,109.7,107.1,0.554,0.488,0.435,0.358,0.765,46.8,21.7,14.0,7.2,5.3,-0.9,108.2,109.5,0.547,1,01/12/2022
Washington Wizards,Orlando Magic,0.171,0.424,0.324,0.785,44.4,22.1,14.9,6.9,4.8,-9.4,102.9,112.3,0.527,0.512,0.467,0.326,0.775,44.9,24.3,13.4,6.3,5.1,-2.1,108.9,110.9,0.562,1,01/12/2022
Indiana Pacers,Boston Celtics,0.488,0.443,0.335,0.815,46.2,22.7,14.2,7.6,6.0,1.6,108.1,106.8,0.552,0.366,0.457,0.326,0.777,45.3,24.3,14.4,7.2,6.0,0.0,109.6,109.8,0.556,0,01/12/2022
Philadelphia 76ers,Charlotte Hornets,0.537,0.463,0.377,0.737,42.9,26.5,12.8,8.8,5.1,-0.7,112.6,113.1,0.567,0.59,0.461,0.353,0.817,43.7,23.6,12.9,8.3,6.1,2.0,110.9,108.6,0.566,0,01/12/2022
Atlanta Hawks,Miami Heat,0.625,0.459,0.376,0.798,46.2,26.3,14.9,7.2,3.2,4.4,111.9,107.6,0.573,0.436,0.461,0.374,0.802,46.1,24.1,12.4,6.7,4.3,-0.7,112.6,113.1,0.566,0,01/12/2022
San Antonio Spurs,Houston Rockets,0.262,0.45,0.342,0.712,42.2,22.5,16.9,7.3,4.8,-8.8,106.0,114.6,0.558,0.375,0.463,0.353,0.727,45.3,27.6,12.9,7.9,5.1,-0.4,109.2,109.5,0.545,0,01/12/2022
Utah Jazz,Cleveland Cavaliers,0.561,0.463,0.352,0.774,46.5,26.0,15.4,7.4,4.6,4.8,109.9,105.0,0.567,0.683,0.478,0.368,0.774,47.2,22.7,14.8,7.0,5.0,8.3,116.7,108.5,0.597,0,01/12/2022
Sacramento Kings,Los Angeles Lakers,0.512,0.467,0.352,0.737,43.9,23.8,14.7,8.1,5.6,-0.5,108.4,109.1,0.564,0.372,0.45,0.345,0.761,44.2,22.5,14.2,7.0,4.6,-4.6,108.5,113.0,0.55,1,01/12/2022
Chicago Bulls,Brooklyn Nets,0.641,0.469,0.346,0.82,45.4,25.5,14.3,7.1,5.6,2.3,110.6,108.1,0.571,0.711,0.475,0.39,0.814,43.6,24.2,13.3,8.0,4.6,4.5,112.5,107.8,0.579,0,01/12/2022
Denver Nuggets,Portland Trail Blazers,0.4,0.447,0.358,0.782,44.5,23.0,13.9,7.6,4.8,-3.8,110.4,114.5,0.562,0.513,0.462,0.336,0.763,44.5,26.6,14.4,7.4,4.1,-0.1,108.3,108.7,0.561,1,01/13/2022
Milwaukee Bucks,Golden State Warriors,0.75,0.467,0.359,0.753,46.5,28.1,16.0,9.6,5.1,8.5,110.6,102.1,0.579,0.605,0.455,0.36,0.768,46.9,22.9,14.0,7.7,4.3,3.8,111.4,107.7,0.567,1,01/13/2022
New Orleans Pelicans,LA Clippers,0.5,0.447,0.356,0.787,43.9,23.0,14.7,7.9,4.6,-0.6,105.7,106.2,0.551,0.366,0.437,0.338,0.789,47.0,25.0,15.1,7.4,4.1,-4.9,107.5,111.9,0.54,1,01/13/2022
Memphis Grizzlies,Minnesota Timberwolves,0.488,0.438,0.341,0.759,45.1,24.3,15.1,8.7,5.7,0.8,109.0,108.1,0.547,0.674,0.455,0.346,0.748,48.3,25.4,13.4,10.2,6.3,4.3,112.2,108.1,0.548,1,01/13/2022
Brooklyn Nets,Oklahoma City Thunder,0.325,0.415,0.307,0.76,46.5,21.0,13.5,7.4,4.8,-7.7,101.3,108.9,0.513,0.65,0.471,0.351,0.82,45.3,25.7,14.2,7.2,5.6,2.9,111.2,108.2,0.574,0,01/13/2022
Indiana Pacers,Phoenix Suns,0.775,0.473,0.369,0.803,45.5,26.0,13.8,8.7,4.0,7.0,111.1,104.2,0.571,0.357,0.457,0.323,0.774,45.2,24.4,14.4,7.2,6.0,-0.5,109.7,110.3,0.555,0,01/14/2022
Philadelphia 76ers,Boston Celtics,0.5,0.445,0.339,0.816,46.1,22.8,14.2,7.6,6.0,2.0,108.6,106.9,0.554,0.575,0.461,0.354,0.812,43.5,23.5,13.0,8.2,6.0,1.6,110.7,108.7,0.566,1,01/14/2022
Detroit Pistons,Toronto Raptors,0.526,0.44,0.343,0.763,46.3,22.4,13.1,9.5,4.9,1.4,110.9,109.7,0.538,0.225,0.415,0.313,0.778,42.9,21.9,15.3,8.3,4.8,-10.1,101.2,111.1,0.519,1,01/14/2022
Charlotte Hornets,Orlando Magic,0.167,0.424,0.324,0.786,44.6,22.4,14.8,6.9,4.8,-9.3,103.1,112.4,0.527,0.548,0.464,0.375,0.738,42.9,26.6,12.8,8.9,5.1,-0.4,112.6,112.9,0.567,0,01/14/2022
Chicago Bulls,Golden State Warriors,0.732,0.464,0.359,0.752,46.5,27.8,15.9,9.6,5.0,7.8,110.1,102.3,0.576,0.692,0.475,0.389,0.814,43.4,24.1,13.4,8.0,4.7,3.7,112.4,108.5,0.579,0,01/14/2022
Miami Heat,Atlanta Hawks,0.425,0.459,0.371,0.799,45.9,24.0,12.4,6.7,4.3,-1.2,112.1,113.1,0.564,0.634,0.459,0.376,0.801,46.4,26.3,14.9,7.2,3.2,4.9,111.9,107.1,0.573,1,01/14/2022
San Antonio Spurs,Cleveland Cavaliers,0.571,0.465,0.352,0.775,46.7,26.1,15.5,7.4,4.5,5.2,110.1,104.8,0.568,0.366,0.462,0.353,0.728,45.2,27.6,12.8,7.9,5.1,-0.5,109.4,109.8,0.545,0,01/14/2022
Memphis Grizzlies,Dallas Mavericks,0.537,0.45,0.332,0.76,45.2,24.7,12.8,7.2,4.1,1.9,109.2,107.3,0.553,0.682,0.455,0.344,0.745,48.4,25.3,13.4,10.2,6.3,4.4,112.2,108.0,0.548,0,01/14/2022
Sacramento Kings,Houston Rockets,0.279,0.452,0.344,0.711,42.3,22.5,16.8,7.2,4.9,-8.5,106.3,114.7,0.561,0.386,0.453,0.346,0.762,44.2,22.6,14.2,7.0,4.7,-4.3,108.9,113.1,0.552,1,01/14/2022
Milwaukee Bucks,Toronto Raptors,0.513,0.437,0.342,0.763,46.4,22.3,13.0,9.4,4.9,1.0,110.6,109.9,0.535,0.614,0.456,0.362,0.766,47.0,23.0,14.1,7.7,4.4,4.1,111.4,107.4,0.568,0,01/15/2022
Washington Wizards,Portland Trail Blazers,0.39,0.447,0.358,0.777,44.3,23.1,13.9,7.7,4.8,-4.5,110.3,115.1,0.561,0.524,0.469,0.326,0.774,44.9,24.4,13.4,6.3,5.1,-1.9,109.2,111.0,0.563,0,01/15/2022
Brooklyn Nets,New Orleans Pelicans,0.381,0.437,0.339,0.789,47.3,25.0,14.9,7.4,4.1,-4.2,107.6,111.4,0.54,0.634,0.47,0.348,0.822,45.5,25.5,14.1,7.2,5.7,2.3,111.2,108.8,0.572,1,01/15/2022
Atlanta Hawks,New York Knicks,0.5,0.436,0.359,0.765,47.1,21.8,13.9,7.2,5.3,-0.3,108.4,109.1,0.547,0.415,0.459,0.373,0.802,45.6,24.1,12.5,6.7,4.3,-1.4,112.3,113.5,0.566,0,01/15/2022
Oklahoma City Thunder,Cleveland Cavaliers,0.581,0.465,0.353,0.77,46.7,26.0,15.3,7.4,4.5,5.2,110.1,104.9,0.567,0.341,0.417,0.311,0.763,46.4,21.3,13.5,7.4,4.8,-7.0,102.1,109.0,0.516,0,01/15/2022
Miami Heat,Philadelphia 76ers,0.585,0.461,0.354,0.812,43.4,23.5,13.0,8.3,6.0,1.9,110.7,108.5,0.566,0.643,0.461,0.378,0.805,46.3,26.5,15.0,7.2,3.2,4.9,112.3,107.5,0.576,0,01/15/2022
San Antonio Spurs,LA Clippers,0.488,0.446,0.354,0.788,44.0,23.0,14.7,7.8,4.7,-1.1,105.3,106.5,0.549,0.357,0.462,0.356,0.729,45.3,27.4,12.9,7.9,5.1,-0.6,109.4,109.9,0.545,1,01/15/2022
Boston Celtics,Chicago Bulls,0.675,0.474,0.385,0.811,43.3,24.2,13.4,7.9,4.7,2.6,112.1,109.4,0.577,0.488,0.445,0.339,0.815,46.0,22.7,14.3,7.5,6.0,1.7,108.4,107.0,0.555,1,01/15/2022
Denver Nuggets,Los Angeles Lakers,0.5,0.466,0.352,0.735,44.0,23.9,14.6,8.1,5.5,-0.7,108.6,109.4,0.563,0.525,0.466,0.341,0.763,44.4,26.8,14.5,7.4,4.1,0.7,109.1,108.7,0.566,1,01/15/2022
Dallas Mavericks,Orlando Magic,0.186,0.426,0.324,0.785,44.5,22.6,14.9,6.9,4.8,-8.9,103.2,112.1,0.529,0.548,0.452,0.331,0.758,45.4,24.8,12.9,7.3,4.0,2.5,109.3,106.7,0.553,1,01/15/2022
Detroit Pistons,Phoenix Suns,0.78,0.472,0.37,0.806,45.6,25.9,13.9,8.7,4.1,7.3,111.2,104.0,0.571,0.244,0.416,0.313,0.779,43.0,22.0,15.2,8.3,4.8,-9.5,101.5,110.8,0.52,0,01/16/2022
Sacramento Kings,Houston Rockets,0.273,0.451,0.343,0.712,42.4,22.5,16.8,7.2,4.9,-8.6,106.3,114.8,0.56,0.4,0.454,0.346,0.761,44.3,22.8,14.1,7.0,4.7,-3.9,109.1,112.9,0.553,0,01/16/2022
Denver Nuggets,Utah Jazz,0.667,0.476,0.368,0.773,46.9,22.4,14.6,7.0,5.0,7.6,116.3,108.7,0.595,0.537,0.468,0.347,0.767,44.6,27.1,14.3,7.4,4.0,1.7,109.9,108.5,0.569,0,01/16/2022
Minnesota Timberwolves,Golden State Warriors,0.738,0.467,0.361,0.752,46.5,28.1,15.7,9.7,5.0,8.7,110.9,102.3,0.578,0.476,0.438,0.34,0.759,45.1,24.3,15.1,8.6,5.7,0.6,108.9,108.2,0.546,1,01/16/2022
Washington Wizards,Philadelphia 76ers,0.595,0.462,0.355,0.811,43.4,23.6,13.0,8.2,5.9,2.1,110.8,108.4,0.567,0.512,0.468,0.326,0.777,44.8,24.3,13.5,6.3,5.0,-2.0,109.1,110.9,0.563,1,01/17/2022
Los Angeles Lakers,Utah Jazz,0.674,0.477,0.368,0.772,47.0,22.5,14.5,7.1,5.0,8.0,116.5,108.6,0.597,0.488,0.465,0.352,0.735,43.9,23.8,14.5,8.0,5.5,-1.5,108.4,110.1,0.562,1,01/17/2022
Cleveland Cavaliers,Brooklyn Nets,0.643,0.471,0.35,0.824,45.5,25.6,14.2,7.1,5.7,2.6,111.5,108.8,0.574,0.591,0.465,0.35,0.768,46.5,26.1,15.2,7.4,4.5,5.2,110.2,104.9,0.567,1,01/17/2022
LA Clippers,Indiana Pacers,0.349,0.455,0.323,0.773,45.1,24.3,14.4,7.2,6.0,-0.9,109.3,110.4,0.554,0.477,0.444,0.354,0.788,44.3,23.0,14.7,7.8,4.7,-1.3,105.2,106.4,0.547,1,01/17/2022
